AÑO,MES,DEPENDENCIAS_GENERALES,DEPENDENCIAS,UNIDADES,DEPARTAMENTO,PROVINCIA,DISTRITO,SEXO,CATEGORIA_OFI_SUB,CATEGORIA_ARM_SERV,FUNCION,APT.PSICOSOMATICA,ESTUDIOS_ADICIONALES,PROFESION,ORIGINARIOS,EXTRANJERO,CLASIFICACION,CANTIDAD
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE ORDEN Y SEGURIDAD,REGION POLICIAL LIMA CENTRO,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,MASCULINO,SUB OFICIAL,ARMAS,OPE,SIN INFORMACIÓN,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,MATERNO,OTRAS DEPENDENCIAS,16
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE ORDEN Y SEGURIDAD,REGION POLICIAL TACNA,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,MASCULINO,SUB OFICIAL,ARMAS,ADM,APTO COD. 0,TÍTULO,DERECHO,CASTELLANO,MATERNO,COMISARÍAS BÁSICAS,1
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE ORDEN Y SEGURIDAD,REGION POLICIAL PUNO,PUNO,EL COLLAO,SANTA ROSA,FEMENINO,SUB OFICIAL,ARMAS,OPE,APTO COD. 0,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,MATERNO,COMISARÍAS BÁSICAS,5
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE ORDEN Y SEGURIDAD,REGION POLICIAL LIMA CENTRO,LIMA METROPOLITANA,LIMA,LIMA,MASCULINO,SUB OFICIAL,SERVICIOS,ADM,APTO COD. 0,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,MATERNO,OTRAS DEPENDENCIAS,4
2026,MARZO,COMANDANCIA GENERAL,DIRECCION DE EDUCACION Y DOCTRINA,DIVISION ACADEMICA,LIMA METROPOLITANA,LIMA,CHORRILLOS,MASCULINO,OFICIAL,SERVICIOS,ADM,APTO COD. 0,TÍTULO,EDUCACIÓN,CASTELLANO,MATERNO,OTRAS DEPENDENCIAS,1
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE INVESTIGACION CRIMINAL,DIRECCION ANTIDROGAS,AYACUCHO,HUAMANGA,CARMEN ALTO,MASCULINO,SUB OFICIAL,ARMAS,OPE,APTO COD. 0,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,MATERNO,OTRAS DEPENDENCIAS,45
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE ORDEN Y SEGURIDAD,REGION POLICIAL ANCASH,ÁNCASH,HUARI,UCO,MASCULINO,SUB OFICIAL,ARMAS,OPE,APTO COD. 0,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,MATERNO,COMISARÍAS BÁSICAS,17
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE ORDEN Y SEGURIDAD,REGION POLICIAL HUANCAVELICA,HUANCAVELICA,ANGARAES,JULCAMARCA,MASCULINO,SUB OFICIAL,ARMAS,OPE,APTO COD. 0,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,INGLÉS,COMISARÍAS BÁSICAS,1
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE INVESTIGACION CRIMINAL,DIRECCION CONTRA LA CORRUPCION,AYACUCHO,HUAMANGA,AYACUCHO,MASCULINO,SUB OFICIAL,ARMAS,OPE,APTO COD. 0,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,MATERNO,OTRAS DEPENDENCIAS,13
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE ORDEN Y SEGURIDAD,REGION POLICIAL PUNO,PUNO,HUANCANE,TARACO,FEMENINO,SUB OFICIAL,ARMAS,OPE,APTO COD. 0,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,MATERNO,COMISARÍAS BÁSICAS,1
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE ORDEN Y SEGURIDAD,REGION POLICIAL ICA,ICA,PISCO,SAN ANDRES,FEMENINO,OFICIAL,ARMAS,OPE,APTO COD. 0,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,MATERNO,COMISARÍAS BÁSICAS,1
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE ORDEN Y SEGURIDAD,REGION POLICIAL LIMA CENTRO,LIMA METROPOLITANA,LIMA,BREÑA,MASCULINO,SUB OFICIAL,ARMAS,ADM,APTO COD. 1,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,INGLÉS,OTRAS DEPENDENCIAS,1
2026,MARZO,COMANDANCIA GENERAL,DIRECCION DE EDUCACION Y DOCTRINA,ESCUELA DE EDUCACION SUPERIOR TECNICO PROFESIONAL PIURA,PIURA,PIURA,LA UNION,FEMENINO,SUB OFICIAL,ARMAS,ADM,APTO COD. 0,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,MATERNO,OTRAS DEPENDENCIAS,1
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE ORDEN Y SEGURIDAD,DIRECCION DE TURISMO,CUSCO,CUSCO,WANCHAQ,FEMENINO,SUB OFICIAL,ARMAS,OPE,APTO COD. 1,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,MATERNO,COMISARÍAS ESPECIALIZADAS,3
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE ORDEN Y SEGURIDAD,DIRECCION DE SEGURIDAD INTEGRAL,LIMA METROPOLITANA,LIMA,SURQUILLO,MASCULINO,SUB OFICIAL,ARMAS,OPE,APTO COD. 0,TÍTULO,MEDICINA,CASTELLANO,MATERNO,OTRAS DEPENDENCIAS,1
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE ORDEN Y SEGURIDAD,DIRECCION DE TRANSITO; TRANSPORTE Y SEGURIDAD VIAL,LIMA METROPOLITANA,LIMA,LIMA,FEMENINO,SUB OFICIAL,ARMAS,OPE,APTO COD. 0,TÍTULO,PSICOLOGÍA,CASTELLANO,MATERNO,OTRAS DEPENDENCIAS,2
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE ORDEN Y SEGURIDAD,REGION POLICIAL ICA,ICA,ICA,SAN JOSE DE LOS MOLINOS,FEMENINO,SUB OFICIAL,ARMAS,ADM,APTO COD. 0,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,MATERNO,COMISARÍAS BÁSICAS,2
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE ORDEN Y SEGURIDAD,REGION POLICIAL CUSCO,CUSCO,CUSCO,SAN SEBASTIAN,FEMENINO,SUB OFICIAL,ARMAS,ADM,APTO COD. 0,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,INGLÉS,COMISARÍAS BÁSICAS,1
2026,MARZO,SECRETARIA EJECUTIVA,DIRECCION DE RECURSOS HUMANOS,DIVISION DE PROMOCION; NOMBRAMIENTO; INCENTIVOS; BENEFICIOS Y PRODUCCION DE PLANILLAS,LIMA METROPOLITANA,LIMA,RIMAC,FEMENINO,SUB OFICIAL,ARMAS,ADM,APTO COD. 0,TÍTULO,CONTABILIDAD,CASTELLANO,INGLÉS,OTRAS DEPENDENCIAS,1
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION DE CRIMINALISTICA,SECRETARIA,AREQUIPA,AREQUIPA,AREQUIPA,FEMENINO,SUB OFICIAL,ARMAS,OPE,APTO COD. 1,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,INGLÉS,OTRAS DEPENDENCIAS,1
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE ORDEN Y SEGURIDAD,REGION POLICIAL CUSCO,CUSCO,ANTA,ZURITE,MASCULINO,SUB OFICIAL,ARMAS,OPE,APTO COD. 0,TÍTULO,DERECHO,CASTELLANO,MATERNO,COMISARÍAS BÁSICAS,1
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE ORDEN Y SEGURIDAD,DIRECCION DE FAMILIA,LIMA METROPOLITANA,LIMA,LIMA,FEMENINO,SUB OFICIAL,ARMAS,OPE,APTO COD. 1,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,MATERNO,OTRAS DEPENDENCIAS,1
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE INVESTIGACION CRIMINAL,DIRECCION DE MEDIO AMBIENTE,LIMA METROPOLITANA,LIMA,CHORRILLOS,MASCULINO,SUB OFICIAL,ARMAS,OPE,APTO COD. 0,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,MATERNO,OTRAS DEPENDENCIAS,22
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE ORDEN Y SEGURIDAD,REGION POLICIAL AYACUCHO,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,FEMENINO,SUB OFICIAL,ARMAS,S/I,APTO COD. 0,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,MATERNO,COMISARÍAS BÁSICAS,1
2026,MARZO,INSPECTORIA GENERAL,DIRECCION DE INSPECCIONES,DIVISION DE INSPECCIONES,LIMA METROPOLITANA,LIMA,RIMAC,MASCULINO,OFICIAL,ARMAS,ADM,APTO COD. 0,TÍTULO,EDUCACIÓN,CASTELLANO,INGLÉS,OTRAS DEPENDENCIAS,1
2026,MARZO,COMANDANCIA GENERAL,OFICINA DE INTEGRIDAD INSTITUCIONAL,,LIMA METROPOLITANA,LIMA,SURQUILLO,FEMENINO,SUB OFICIAL,ARMAS,ADM,APTO COD. 0,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,MATERNO,OTRAS DEPENDENCIAS,4
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE ORDEN Y SEGURIDAD,REGION POLICIAL LIMA CENTRO,LIMA METROPOLITANA,LIMA,CARABAYLLO,MASCULINO,OFICIAL,ARMAS,ADM,APTO COD. 2,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,MATERNO,COMISARÍAS BÁSICAS,1
2026,MARZO,COMANDANCIA GENERAL,DIRECCION DE PRESTACIONES DE SALUD,DIRECCION DE SANIDAD POLICIAL,LIMA METROPOLITANA,LIMA,RIMAC,FEMENINO,OFICIAL,SERVICIOS,ADM,APTO COD. 0,MAESTRÍA,ENFERMERÍA,CASTELLANO,MATERNO,OTRAS DEPENDENCIAS,4
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE INVESTIGACION CRIMINAL,DIRECCION ANTIDROGAS,TACNA,TACNA,TACNA,MASCULINO,SUB OFICIAL,ARMAS,OPE,APTO COD. 0,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,MATERNO,OTRAS DEPENDENCIAS,2
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE ORDEN Y SEGURIDAD,REGION POLICIAL CUSCO,CUSCO,ANTA,CHINCHAYPUJIO,MASCULINO,SUB OFICIAL,ARMAS,OPE,APTO COD. 0,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,MATERNO,COMISARÍAS BÁSICAS,14
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE ORDEN Y SEGURIDAD,REGION POLICIAL LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SALAS,MASCULINO,SUB OFICIAL,ARMAS,OPE,SIN INFORMACIÓN,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,MATERNO,COMISARÍAS BÁSICAS,10
2026,MARZO,COMANDANCIA GENERAL,DIRECCION DE PRESTACIONES DE SALUD,DIRECCION DE SANIDAD POLICIAL,CUSCO,LA CONVENCION,SANTA ANA,MASCULINO,SUB OFICIAL,SERVICIOS,ADM,APTO COD. 0,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,MATERNO,OTRAS DEPENDENCIAS,1
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE ORDEN Y SEGURIDAD,DIRECCION DE TURISMO,AREQUIPA,AREQUIPA,CAYMA,FEMENINO,SUB OFICIAL,ARMAS,OPE,APTO COD. 0,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,INGLÉS,COMISARÍAS ESPECIALIZADAS,1
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE ORDEN Y SEGURIDAD,DIRECCION DE FAMILIA,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,FEMENINO,OFICIAL,ARMAS,OPE,APTO COD. 0,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,MATERNO,COMISARÍAS ESPECIALIZADAS,1
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE ORDEN Y SEGURIDAD,REGION POLICIAL AMAZONAS,AMAZONAS,RODRIGUEZ DE MENDOZA,LIMABAMBA,MASCULINO,OFICIAL,ARMAS,OPE,APTO COD. 0,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,MATERNO,COMISARÍAS BÁSICAS,1
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE ORDEN Y SEGURIDAD,REGION POLICIAL LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,TUCUME,FEMENINO,SUB OFICIAL,ARMAS,ADM,APTO COD. 0,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,MATERNO,COMISARÍAS BÁSICAS,1
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE ORDEN Y SEGURIDAD,DIRECCION DE FAMILIA,ÁNCASH,SANTA,CHIMBOTE,MASCULINO,SUB OFICIAL,ARMAS,OPE,APTO COD. 0,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,INGLÉS,COMISARÍAS ESPECIALIZADAS,7
2026,MARZO,COMANDANCIA GENERAL,DIRECCION DE PRESTACIONES DE SALUD,DIRECCION DE SANIDAD POLICIAL,AREQUIPA,AREQUIPA,CAYMA,MASCULINO,SUB OFICIAL,ARMAS,ADM,APTO COD. 0,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,INGLÉS,OTRAS DEPENDENCIAS,2
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE ORDEN Y SEGURIDAD,REGION POLICIAL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,CALLAO,MASCULINO,SUB OFICIAL,ARMAS,S/I,APTO COD. 0,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,MATERNO,COMISARÍAS BÁSICAS,4
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE ORDEN Y SEGURIDAD,REGION POLICIAL ANCASH,ÁNCASH,POMABAMBA,POMABAMBA,MASCULINO,OFICIAL,ARMAS,OPE,APTO COD. 0,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,MATERNO,COMISARÍAS BÁSICAS,2
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION DE INTELIGENCIA,DIVISION DE BUSQUEDA,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,MASCULINO,SUB OFICIAL,ARMAS,OPE,APTO COD. 0,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,INGLÉS,OTRAS DEPENDENCIAS,7
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE ORDEN Y SEGURIDAD,DIRECCION DE TURISMO,LORETO,MAYNAS,IQUITOS,MASCULINO,SUB OFICIAL,ARMAS,OPE,APTO COD. 0,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,MATERNO,COMISARÍAS ESPECIALIZADAS,16
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE ORDEN Y SEGURIDAD,REGION POLICIAL LIMA CENTRO,LIMA METROPOLITANA,LIMA,LURIN,FEMENINO,SUB OFICIAL,ARMAS,OPE,APTO COD. 0,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,MATERNO,OTRAS DEPENDENCIAS,3
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE INVESTIGACION CRIMINAL,DIVISION DE INTELIGENCIA DE INVESTIGACION CRIMINAL,LIMA METROPOLITANA,LIMA,LA VICTORIA,MASCULINO,SUB OFICIAL,ARMAS,S/I,APTO COD. 0,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,MATERNO,OTRAS DEPENDENCIAS,1
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE ORDEN Y SEGURIDAD,REGION POLICIAL CUSCO,CUSCO,LA CONVENCION,SANTA ANA,MASCULINO,SUB OFICIAL,ARMAS,OPE,APTO COD. 0,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,QUECHUA,MATERNO,COMISARÍAS BÁSICAS,1
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE INVESTIGACION CRIMINAL,DIRECCION DE INVESTIGACION DE CIBERCRIMEN,LIMA METROPOLITANA,LIMA,LIMA,FEMENINO,OFICIAL,ARMAS,OPE,SIN INFORMACIÓN,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,MATERNO,OTRAS DEPENDENCIAS,2
2026,MARZO,INSPECTORIA GENERAL,DIRECCION DE INVESTIGACIONES,INSPECTORIAS DESCENTRALIZADAS (ID) PROVINCIAS,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,MASCULINO,SUB OFICIAL,ARMAS,ADM,APTO COD. 0,TÍTULO,DERECHO,CASTELLANO,INGLÉS,OTRAS DEPENDENCIAS,1
2026,MARZO,COMANDANCIA GENERAL,DIRECCION DE PRESTACIONES DE SALUD,DIRECCION DE SANIDAD POLICIAL,LA LIBERTAD,TRUJILLO,TRUJILLO,MASCULINO,SUB OFICIAL,SERVICIOS,ADM,APTO COD. 0,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,MATERNO,OTRAS DEPENDENCIAS,1
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE INVESTIGACION CRIMINAL,DIRECCION DE INVESTIGACION CRIMINAL,PROV. CONST. DEL CALLAO,CALLAO,BELLAVISTA,MASCULINO,SUB OFICIAL,ARMAS,OPE,APTO COD. 0,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,MATERNO,OTRAS DEPENDENCIAS,25
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE ORDEN Y SEGURIDAD,DIRECCION DE FAMILIA,LIMA METROPOLITANA,LIMA,EL AGUSTINO,FEMENINO,OFICIAL,ARMAS,OPE,APTO COD. 0,MAESTRÍA,EDUCACIÓN,CASTELLANO,MATERNO,COMISARÍAS ESPECIALIZADAS,1
2026,MARZO,COMANDANCIA GENERAL,DIRECCION DE PRESTACIONES DE SALUD,DIRECCION DE SANIDAD POLICIAL,HUÁNUCO,LEONCIO PRADO,RUPA-RUPA,FEMENINO,OFICIAL,SERVICIOS,ADM,APTO COD. 0,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,MATERNO,OTRAS DEPENDENCIAS,3
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION DE CRIMINALISTICA,,LIMA METROPOLITANA,LIMA,SURQUILLO,MASCULINO,SUB OFICIAL,ARMAS,OPE,APTO COD. 0,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,MATERNO,OTRAS DEPENDENCIAS,1
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE ORDEN Y SEGURIDAD,DIRECCION DE FAMILIA,PUNO,SAN ROMAN,JULIACA,FEMENINO,SUB OFICIAL,ARMAS,ADM,APTO COD. 0,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,MATERNO,COMISARÍAS ESPECIALIZADAS,12
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE ORDEN Y SEGURIDAD,REGION POLICIAL LIMA CENTRO,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,MASCULINO,SUB OFICIAL,ARMAS,S/I,APTO COD. 0,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,MATERNO,COMISARÍAS BÁSICAS,3
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE ORDEN Y SEGURIDAD,DIRECCION DE FAMILIA,HUÁNUCO,HUANUCO,HUANUCO,MASCULINO,SUB OFICIAL,ARMAS,OPE,APTO COD. 0,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,MATERNO,COMISARÍAS ESPECIALIZADAS,17
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE INVESTIGACION CRIMINAL,DIRECCION DE INVESTIGACION DE LAVADOS DE ACTIVOS,TUMBES,TUMBES,TUMBES,MASCULINO,SUB OFICIAL,ARMAS,OPE,APTO COD. 0,TÍTULO,ADMINISTRACIÓN,CASTELLANO,MATERNO,OTRAS DEPENDENCIAS,1
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE ORDEN Y SEGURIDAD,REGION POLICIAL LIMA CENTRO,LIMA METROPOLITANA,LIMA,LIMA,MASCULINO,OFICIAL,ARMAS,OPE,APTO COD. 0,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,MATERNO,COMISARÍAS BÁSICAS,23
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE ORDEN Y SEGURIDAD,REGION POLICIAL HUANUCO,HUÁNUCO,HUANUCO,HUANUCO,MASCULINO,OFICIAL,ARMAS,OPE,APTO COD. 0,TÍTULO,ING. SISTEMAS,CASTELLANO,MATERNO,OTRAS DEPENDENCIAS,1
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION DE CRIMINALISTICA,SECRETARIA,CAJAMARCA,CAJAMARCA,CAJAMARCA,MASCULINO,SUB OFICIAL,ARMAS,OPE,APTO COD. 0,TÍTULO,DERECHO,CASTELLANO,MATERNO,OTRAS DEPENDENCIAS,1
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE ORDEN Y SEGURIDAD,REGION POLICIAL HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA,FEMENINO,SUB OFICIAL,ARMAS,OPE,APTO COD. 0,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,INGLÉS,COMISARÍAS BÁSICAS,1
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE ORDEN Y SEGURIDAD,REGION POLICIAL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,VENTANILLA,MASCULINO,SUB OFICIAL,ARMAS,ADM,APTO COD. 0,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,INGLÉS,COMISARÍAS BÁSICAS,1
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE ORDEN Y SEGURIDAD,FRENTE POLICIAL VRAEM,CUSCO,LA CONVENCION,KIMBIRI,MASCULINO,SUB OFICIAL,ARMAS,OPE,APTO COD. 1,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,MATERNO,OTRAS DEPENDENCIAS,2
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE INVESTIGACION CRIMINAL,DIRECCION DE INVESTIGACION CRIMINAL,LIMA METROPOLITANA,LIMA,LIMA,FEMENINO,SUB OFICIAL,ARMAS,OPE,APTO COD. 0,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,INGLÉS,OTRAS DEPENDENCIAS,34
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE ORDEN Y SEGURIDAD,REGION POLICIAL ICA,ICA,PISCO,SAN ANDRES,MASCULINO,SUB OFICIAL,ARMAS,OPE,SIN INFORMACIÓN,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,MATERNO,COMISARÍAS BÁSICAS,8
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE INVESTIGACION CRIMINAL,DIRECCION DE INVESTIGACION CRIMINAL,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,MASCULINO,SUB OFICIAL,ARMAS,OPE,APTO COD. 0,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,MATERNO,OTRAS DEPENDENCIAS,47
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE ORDEN Y SEGURIDAD,REGION POLICIAL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,MI PERU,MASCULINO,SUB OFICIAL,ARMAS,S/I,APTO COD. 0,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,MATERNO,COMISARÍAS BÁSICAS,1
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE ORDEN Y SEGURIDAD,REGION POLICIAL LIMA CENTRO,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,FEMENINO,SUB OFICIAL,SERVICIOS,ADM,APTO COD. 1,SIN ESTUDIOS ADICIONALES,SIN ESTUDIOS ADICIONALES,CASTELLANO,MATERNO,COMISARÍAS BÁSICAS,1
2026,MARZO,COMANDO DE OPERACIONES POLICIALES,DIRECCION NACIONAL DE INVESTIGACION CRIMINAL,DIRECCION DE INVESTIGACION CRIMINAL,LIMA METROPOLITANA,LIMA,LIMA,MASCULINO,OFICIAL,ARMAS,OPE,APTO COD. 0,TÍTULO,DERECHO,CASTELLANO,MATERNO,OTRAS DEPENDENCIAS,3
