ID;Nº DE INGRESOS;DELITO GENERICO;DELITO ESPECÍFICO;SITUACION JURIDICA;EDAD;SEXO;PAIS;ESTADO CIVIL;GRADO DE INSTRUCCIÓN;OCUPACION GENERICO;OCUPACION ESPECIFICO;NOMBRE DEL PENAL;DEPARTAMENTO;OFICINA REGIONAL;MES;CONTINENTE
26;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;SENTENCIADO;40;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA INCOMP.;OFICIOS;OBREROS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
27;2;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;SENTENCIADO;32;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
28;1;DELITOS CONTRA LA FAMILIA;INCUMPLIMIENTO DE LA OBLIGACIÓN ALIMENTARIA;SENTENCIADO;42;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA COMP.;TECNICOS;TÉCNICOS MECÁNICOS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
29;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;SENTENCIADO;31;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;OBREROS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
30;2;DELITOS CONTRA LA LIBERTAD;VIOLACIÓN SEXUAL DE MENOR DE EDAD;SENTENCIADO;47;MASCULINO;PERÚ;CASADO;SECUNDARIA INCOMP.;TECNICOS;TÉCNICOS MECÁNICOS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
31;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;SENTENCIADO;22;MASCULINO;PERÚ;SOLTERO;PRIMARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
32;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;SENTENCIADO;38;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA COMP.;OFICIOS;OBREROS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
33;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;SENTENCIADO;48;MASCULINO;PERÚ;CONVIVIENTE;PRIMARIA INCOMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
34;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;PROCESADO;23;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;OBREROS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
35;2;DELITOS CONTRA LA LIBERTAD;VIOLACIÓN SEXUAL DE MENOR DE EDAD;SENTENCIADO;43;MASCULINO;PERÚ;CASADO;SECUNDARIA COMP.;OFICIOS;OTROS OFICIOS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
36;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;SENTENCIADO;49;MASCULINO;PERÚ;SOLTERO;PRIMARIA COMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
37;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS - FORMAS AGRAVADAS;SENTENCIADO;73;MASCULINO;PERÚ;CASADO;PRIMARIA INCOMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
38;1;DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD;HOMICIDIO SIMPLE GRADO DE TENTATIVA;SENTENCIADO;41;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
39;2;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;SENTENCIADO;30;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;OBREROS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
40;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;PROCESADO;25;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA COMP.;OFICIOS;OTROS OFICIOS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
41;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO GRADO TENTATIVA;SENTENCIADO;25;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA INCOMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
42;2;DELITOS CONTRA EL PATRIMONIO;HURTO AGRAVADO;SENTENCIADO;28;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
43;5;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;PROCESADO;31;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
44;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO GRADO TENTATIVA;SENTENCIADO;32;MASCULINO;VENEZUELA;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
45;2; DELITOS CONTRA LA SEGURIDAD PUBLICA ;TENENCIA ILEGAL DE ARMAS;SENTENCIADO;53;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
46;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS - FORMAS AGRAVADAS;SENTENCIADO;51;MASCULINO;PERÚ;CONVIVIENTE;PRIMARIA INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
47;1;DELITOS CONTRA EL PATRIMONIO;EXTORSIÓN AGRAVADA;SENTENCIADO;30;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA COMP.;OFICIOS;COMERCIANTES;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
48;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;PROCESADO;27;MASCULINO;PERÚ;SOLTERO;ANALFABETO;OFICIOS;OBREROS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
49;1;DELITOS CONTRA LA FAMILIA;INCUMPLIMIENTO DE LA OBLIGACIÓN ALIMENTARIA;SENTENCIADO;32;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA COMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
50;1;DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD;HOMICIDIO CALIFICADO - ASESINATO;SENTENCIADO;28;MASCULINO;PERÚ;CONVIVIENTE;PRIMARIA INCOMP.;OFICIOS;OBREROS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
51;1;DELITOS CONTRA LA LIBERTAD;ACTOS CONTRA EL PUDOR EN MENORES DE 14 AÑOS;SENTENCIADO;78;MASCULINO;PERÚ;CASADO;SECUNDARIA COMP.;OFICIOS;COMERCIANTES;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
52;1;DELITOS CONTRA LA ADMINISTRACION PUBLICA;COHECHO PASIVO ESPECIFICO;PROCESADO;38;FEMENINO;PERÚ;SOLTERO;SECUNDARIA COMP.;OFICIOS;COMERCIANTES;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
53;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;PROMOCIÓN O FAVORECIMIENTO AL TRÁFICO ILÍCITO DE DROGAS;PROCESADO;26;MASCULINO;PERÚ;SOLTERO;SECUNDARIA COMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
54;1;DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD;AGRESIONES CONTRA LA MUJER O INTEGRANTES DEL GRUPO FAMILIAR;SENTENCIADO;41;MASCULINO;PERÚ;SOLTERO;SUPERIOR NO UNIV. INCOMP.;OFICIOS;OTROS OFICIOS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
55;2;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;SENTENCIADO;32;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
56;1;DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD;HOMICIDIO CALIFICADO - ASESINATO;SENTENCIADO;66;MASCULINO;PERÚ;SOLTERO;SECUNDARIA COMP.;TECNICOS;OTROS TÉCNICOS Y OFICINISTAS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
57;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO GRADO TENTATIVA;PROCESADO;20;MASCULINO;VENEZUELA;SOLTERO;SECUNDARIA COMP.;OFICIOS;OTROS OFICIOS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
58;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO GRADO TENTATIVA;PROCESADO;25;MASCULINO;VENEZUELA;SOLTERO;SECUNDARIA COMP.;OFICIOS;OTROS OFICIOS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
59;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;SENTENCIADO;31;MASCULINO;COLOMBIA;SOLTERO;SECUNDARIA COMP.;OFICIOS;OTROS OFICIOS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
60;3;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;SENTENCIADO;39;MASCULINO;PERÚ;SOLTERO;SECUNDARIA COMP.;OFICIOS;COMERCIANTES;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
61;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;SENTENCIADO;39;MASCULINO;PERÚ;CONVIVIENTE;SUPERIOR NO UNIV. COMP.;TECNICOS;TÉCNICOS MECÁNICOS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
62;3;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;PROCESADO;32;MASCULINO;PERÚ;SOLTERO;PRIMARIA INCOMP.;OFICIOS;OBREROS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
63;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;PROMOCIÓN O FAVORECIMIENTO AL TRÁFICO ILÍCITO DE DROGAS;SENTENCIADO;32;MASCULINO;ECUADOR;SOLTERO;SECUNDARIA COMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
64;1;DELITOS CONTRA LA LIBERTAD;VIOLACIÓN SEXUAL DE MENOR DE EDAD;SENTENCIADO;45;MASCULINO;PERÚ;CONVIVIENTE;PRIMARIA INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
65;1;DELITOS CONTRA LA LIBERTAD;VIOLACIÓN SEXUAL DE MENOR DE EDAD;SENTENCIADO;41;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;OBREROS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
66;1;DELITOS CONTRA LA LIBERTAD;VIOLACIÓN SEXUAL DE MENOR DE EDAD;PROCESADO;40;MASCULINO;PERÚ;CONVIVIENTE;SUPERIOR NO UNIV. COMP.;TECNICOS;TÉCNICOS MECÁNICOS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
67;1;DELITOS CONTRA LA ADMINISTRACION PUBLICA;NEGOCIACIÓN INCOMPATIBLE O APROVECHAMIENTO INDEBIDO DE CARGO ;SENTENCIADO;65;MASCULINO;PERÚ;CASADO;SECUNDARIA COMP.;TECNICOS;OTROS TÉCNICOS Y OFICINISTAS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
68;1;DELITOS CONTRA EL PATRIMONIO;EXTORSIÓN;PROCESADO;22;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA COMP.;OFICIOS;OTROS OFICIOS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
69;2;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO GRADO TENTATIVA;SENTENCIADO;41;MASCULINO;PERÚ;SOLTERO;PRIMARIA COMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
70;1;DELITOS CONTRA LA LIBERTAD;VIOLACIÓN SEXUAL DE MENOR DE EDAD;SENTENCIADO;39;MASCULINO;PERÚ;CONVIVIENTE;PRIMARIA INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
71;2;DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD;HOMICIDIO SIMPLE;SENTENCIADO;48;MASCULINO;PERÚ;CASADO;SECUNDARIA COMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
72;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;CONDUCCIÓN EN ESTADO DE EBRIEDAD O DROGADICCIÓN;SENTENCIADO;36;MASCULINO;PERÚ;CASADO;SUPERIOR UNIV. INCOMP.;OFICIOS;OTROS OFICIOS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
73;1;DELITOS CONTRA EL PATRIMONIO;HURTO AGRAVADO;SENTENCIADO;30;MASCULINO;PERÚ;SOLTERO;PRIMARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
74;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO GRADO TENTATIVA;SENTENCIADO;23;MASCULINO;VENEZUELA;CONVIVIENTE;SECUNDARIA INCOMP.;OFICIOS;OBREROS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
75;3;DELITOS CONTRA LA SEGURIDAD PUBLICA;TENENCIA ILEGAL DE ARMAS DE FUEGO, MUNICIONES Y EXPLOSIVOS;SENTENCIADO;23;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA COMP.;OFICIOS;OTROS OFICIOS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
76;2;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;SENTENCIADO;32;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
77;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;SENTENCIADO;32;MASCULINO;PERÚ;CONVIVIENTE;PRIMARIA INCOMP.;OFICIOS;OBREROS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
78;3;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;SENTENCIADO;29;MASCULINO;PERÚ;CONVIVIENTE;PRIMARIA COMP.;OFICIOS;OBREROS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
79;2;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;SENTENCIADO;51;MASCULINO;PERÚ;CONVIVIENTE;PRIMARIA COMP.;OFICIOS;OBREROS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
80;1;DELITOS CONTRA LA LIBERTAD;TOCAMIENTOS, ACTOS DE CONNOTACIÓN SEXUAL O ACTOS LIBIDINOSOS EN AGRAVIO DE MENORES;SENTENCIADO;25;MASCULINO;PERÚ;SOLTERO;PRIMARIA INCOMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
81;2;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;SENTENCIADO;29;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA COMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
82;2;DELITOS CONTRA LA TRANQUILIDAD PUBLICA;ORGANIZACIÓN CRIMINAL;PROCESADO;43;MASCULINO;PERÚ;SOLTERO;SECUNDARIA COMP.;OFICIOS;OBREROS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
83;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;PROCESADO;26;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
84;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;SENTENCIADO;28;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA COMP.;OFICIOS;OBREROS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
85;2;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;PROCESADO;39;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
86;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;PROCESADO;30;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
87;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO GRADO TENTATIVA;PROCESADO;35;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
88;2;DELITOS CONTRA LA SEGURIDAD PUBLICA;MICROCOMERCIALIZACIÓN O MICROPRODUCCIÓN;SENTENCIADO;49;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
89;1;DELITOS CONTRA EL PATRIMONIO;EXTORSIÓN;SENTENCIADO;38;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA COMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
90;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO GRADO TENTATIVA;SENTENCIADO;36;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA INCOMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
91;2;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;SENTENCIADO;30;MASCULINO;PERÚ;CONVIVIENTE;PRIMARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
92;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS - FORMAS AGRAVADAS;SENTENCIADO;32;MASCULINO;PERÚ;CONVIVIENTE;PRIMARIA INCOMP.;OFICIOS;OBREROS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
93;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO GRADO TENTATIVA;SENTENCIADO;22;MASCULINO;PERÚ;SOLTERO;SECUNDARIA COMP.;OFICIOS;OBREROS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
94;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;SENTENCIADO;48;MASCULINO;PERÚ;CONVIVIENTE;PRIMARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
95;2;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;SENTENCIADO;43;MASCULINO;COLOMBIA;CONVIVIENTE;SUPERIOR NO UNIV. COMP.;TECNICOS;TÉCNICOS EN ELECTRICIDAD Y ELECTRÓNICA;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
96;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;PROCESADO;31;MASCULINO;PERÚ;CONVIVIENTE;SUPERIOR NO UNIV. COMP.;OFICIOS;COMERCIANTES;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
97;2;DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD;LESIONES GRAVES;SENTENCIADO;32;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
98;1;DELITOS CONTRA EL PATRIMONIO;HURTO AGRAVADO;SENTENCIADO;30;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA INCOMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
99;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO GRADO TENTATIVA;SENTENCIADO;27;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;COMERCIANTES;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
100;2;DELITOS CONTRA LA LIBERTAD;VIOLACIÓN SEXUAL DE MENOR DE EDAD;SENTENCIADO;39;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
101;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;SENTENCIADO;31;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
102;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;SENTENCIADO;28;MASCULINO;PERÚ;CONVIVIENTE;PRIMARIA COMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
103;1;DELITOS CONTRA LA LIBERTAD;VIOLACIÓN SEXUAL DE MENOR DE EDAD;PROCESADO;30;MASCULINO;PERÚ;CONVIVIENTE;PRIMARIA INCOMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
104;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;SENTENCIADO;31;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA COMP.;TECNICOS;TÉCNICOS MECÁNICOS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
105;1;DELITOS CONTRA EL PATRIMONIO;EXTORSIÓN;SENTENCIADO;26;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA COMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
106;1;DELITOS CONTRA EL PATRIMONIO;EXTORSIÓN AGRAVADA EN GRADO DE TENTATIVA;PROCESADO;39;MASCULINO;PERÚ;SOLTERO;SECUNDARIA COMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
107;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;SENTENCIADO;44;MASCULINO;PERÚ;SOLTERO;PRIMARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
108;2;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;SENTENCIADO;35;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
109;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TENENCIA ILEGAL DE ARMAS;PROCESADO;35;MASCULINO;VENEZUELA;SOLTERO;SECUNDARIA COMP.;OFICIOS;OTROS OFICIOS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
110;1;DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD;FEMINICIDIO GRADO DE TENTATIVA;SENTENCIADO;33;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA COMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
111;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;PROCESADO;25;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA COMP.;OFICIOS;OBREROS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
112;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO GRADO TENTATIVA;SENTENCIADO;29;MASCULINO;VENEZUELA;SOLTERO;SECUNDARIA COMP.;OFICIOS;OTROS OFICIOS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
113;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TENENCIA ILEGAL DE ARMAS;SENTENCIADO;34;MASCULINO;VENEZUELA;CONVIVIENTE;PRIMARIA INCOMP.;OFICIOS;OBREROS;E.P. DE TUMBES;Tumbes;Norte - Chiclayo;JUNIO;América
